x,y
100,0.08899999999999998
200,0.10499999999999998
300,0.0976666666666667
400,0.11325000000000003
500,0.11019999999999999
600,0.11533333333333336
700,0.12157142857142858
800,0.12337500000000001
900,0.1226666666666667
1000,0.12450000000000001
