regularization_coef,weight_0,weight_1,weight_2,weight_3,weight_4,weight_5,weight_6,weight_7,weight_8,weight_9,weight_10,weight_11,weight_12,weight_13,weight_14,weight_15,weight_16,weight_17,weight_18,weight_19,weight_20,weight_21,weight_22,weight_23,weight_24,weight_25,weight_26,weight_27,weight_28
0.0001,-0.014212893714606604,0.18026464750605342,0.2736228865617005,0.19496245947128935,-0.08772692556154144,0.03607649366898541,-0.0374338182589127,-0.20735197725755167,0.2675221818131831,0.42366900540817554,-0.12242102045494126,-0.14056192707008103,-0.21107171648401718,-0.09914748724148857,0.005477509816708737,-0.19892931071575,-0.06978334622375985,0.0538231363062969,-0.016188903930017397,-0.21944793741933835,-0.04790737209193245,-0.1525173375026272,0.019134417772462876,-0.02771014876689151,-0.014590484618553536,0.49797481085863704,0.3823758015581271,0.058713927741477656,-0.823934577114303
0.001,-0.01569960493038407,0.17849018197967295,0.2731044100443482,0.1933743159228705,-0.08977607175123412,0.03595862601859918,-0.03645249057711001,-0.19934247667019064,0.2679104411842946,0.41897373622548806,-0.12413099482494351,-0.14670374554561597,-0.20930817586286912,-0.09839797285361508,0.0038197995708752186,-0.19087099961115636,-0.06672470258111922,0.05700442628679321,-0.01743015885575017,-0.21766829006470095,-0.0497125798325102,-0.15641435482412464,0.015395680609354768,-0.030150976587769884,-0.018263361822713563,0.4944552490912675,0.37431687807902403,0.06244766146002916,-0.81746251620334
0.01,-0.014139656549641659,0.16605749160197614,0.25563367266696074,0.1819931508801964,-0.08227111099652723,0.0365349454569951,-0.03481202360685419,-0.18979171466202188,0.24539330266995965,0.3858182396868076,-0.11885010462620016,-0.13653246529759797,-0.1993366200981809,-0.10157761240776958,0.004348864923649466,-0.1813906694969437,-0.06282614751871533,0.05139815465804235,-0.015392645464302942,-0.20424101964758318,-0.0473036335567118,-0.1443859659274416,0.015246662793486979,-0.027379658381356666,-0.016360079207818342,0.4593300734870089,0.3468063603227032,0.05377838799854985,-0.7621326124932651
0.1,-0.007817778336470719,0.09945049286450891,0.16266876882261833,0.11534135941749996,-0.040979318628727536,0.03765273776448166,-0.018390371394474324,-0.11707211588549835,0.13202838864374666,0.20032718929110338,-0.09287082707756868,-0.10185236658820895,-0.1307732825176128,-0.07729071210825533,0.0019273859718923233,-0.12054916365321104,-0.03971404474727192,0.026241044381116116,-0.009403343615441285,-0.1362285831726958,-0.03375539898266393,-0.09318625664642002,-0.001310018957710888,-0.017503990599149716,-0.008867942947851388,0.24624016975489285,0.1748514872550687,0.02897074647522849,-0.4287360305495287
1,-0.0019382333815433953,0.021342647544717402,0.03548153595753408,0.02626282971537853,-0.0068475583394946235,0.013127559840053185,-0.0036586784159135578,-0.02133636088672956,0.021092912888096924,0.02982595703410971,-0.01983914345327209,-0.020525064891991737,-0.02407395958167826,-0.01633870213129647,-0.00016212129454929453,-0.021786904467035965,-0.006042781652996858,0.003478788166267173,-0.0012672389131824717,-0.024711868273818664,-0.006148358581114583,-0.017224061383959943,-0.0018290146115380805,-0.0027977971731793054,-0.0010769362678417027,0.038785950754546036,0.02395151768980759,0.004704246376771855,-0.06925572860002098
10,0.0038818068923778407,-0.006615093320280393,-0.005096755763842347,-0.002428907587242256,-0.0032743601367205494,0.0012416292471103558,0.0009253115958778031,2.4152199302963817,0.7724631865774898,1.217183469109812,3.4114572776984406,4.005977415748307,3.9782850060217347,3.6028673045968476,0.05710820615960158,3.2052672887419806,0.8379019568252926,0.10418181486650874,0.04446816006616503,4.1409776724236025,1.8592977862240503,2.3716095852967216,1.3672032142748538,0.546814252037272,0.03223070231255906,0.9473148625901465,0.27947745997472434,0.1803562326041003,3.092344291545344
100,4.7510525261848496E+123,-3.164980601969608E+125,-8.673446541265917E+124,-2.383225474512405E+125,3.455937381498821E+125,-2.5112729548559726E+125,-7.2303905367861495E+124,7.814367300240142E+124,1.9220713767543974E+125,-1.8847861362436923E+125,2.1632944321682744E+125,8.273659639131561E+124,3.467515132589894E+125,-2.6282770987751204E+124,3.2831558332960566E+125,2.7365235839225786E+124,-1.7550051124368506E+124,2.04280419938863E+125,1.329553066547443E+125,-1.5022859499735904E+125,3.2666438652123723E+125,4.359295027282364E+125,1.9248767823075261E+124,1.1209608016386421E+124,-3.672372283386899E+125,-2.6284756714591634E+125,-3.6886578009456755E+125,3.622236021307797E+125,-1.5604908056392887E+125
